reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Mill_Ck_Conf,Blw_Salt,0.988,0.002,0.983,0.991,456.888,441.318,Upper Sac R,Blw_Salt to Mill_Ck_Conf,456.888 to 441.318,40.1464,-122.15246,40.0327,-122.11987,2022-05-04_Altube Island_Rel,2022-05-04,225,186,2,2,Altube Island_Rel
Abv_WoodsonBr,Mill_Ck_Conf,0.982,0.003,0.976,0.987,441.318,425.158,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.318 to 425.158,40.0327,-122.11987,39.920094,-122.08446000000001,2022-05-04_Altube Island_Rel,2022-05-04,186,138,2,3,Altube Island_Rel
GCID,Abv_WoodsonBr,0.988,0.002,0.983,0.992,425.158,405.273,Upper Sac R,Abv_WoodsonBr to GCID,425.158 to 405.273,39.920094,-122.08446000000001,39.798953499999996,-122.04724300000001,2022-05-04_Altube Island_Rel,2022-05-04,138,109,2,4,Altube Island_Rel
Blw_IrvineFinch,GCID,0.981,0.005,0.968,0.989,405.273,394.668,Upper Sac R,GCID to Blw_IrvineFinch,405.273 to 394.668,39.798953499999996,-122.04724300000001,39.73146,-121.97483,2022-05-04_Altube Island_Rel,2022-05-04,109,77,2,5,Altube Island_Rel
Ord,Blw_IrvineFinch,0.978,0.004,0.969,0.985,394.668,371.658,Upper Sac R,Blw_IrvineFinch to Ord,394.668 to 371.658,39.73146,-121.97483,39.63447,-121.98959,2022-05-04_Altube Island_Rel,2022-05-04,77,54,2,6,Altube Island_Rel
BlwOrd,Ord,0.97,0.008,0.95,0.982,371.658,361.728,Upper Sac R,Ord to BlwOrd,371.658 to 361.728,39.63447,-121.98959,39.56548,-122.0018,2022-05-04_Altube Island_Rel,2022-05-04,54,40,2,7,Altube Island_Rel
Colusa AC3,BlwOrd,0.974,0.006,0.961,0.983,361.728,331.158,Lower Sac R,BlwOrd to Colusa AC3,361.728 to 331.158,39.56548,-122.0018,39.36038,-122.01373,2022-05-04_Altube Island_Rel,2022-05-04,40,18,2,8,Altube Island_Rel
Colusa AC2,Colusa AC3,0.975,0.011,0.94,0.99,331.158,318.618,Lower Sac R,Colusa AC3 to Colusa AC2,331.158 to 318.618,39.36038,-122.01373,39.28007,-122.01891,2022-05-04_Altube Island_Rel,2022-05-04,18,13,2,9,Altube Island_Rel
AbvColusaBr,Colusa AC2,0.984,0.011,0.939,0.996,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2022-05-04_Altube Island_Rel,2022-05-04,13,11,2,10,Altube Island_Rel
Colusa BC2,AbvColusaBr,1,0,1,1,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2022-05-04_Altube Island_Rel,2022-05-04,11,11,2,11,Altube Island_Rel
AbvTisdale,Colusa BC2,0.983,0.008,0.956,0.994,296.278,269.238,Lower Sac R,Colusa BC2 to AbvTisdale,296.278 to 269.238,39.184963,-121.943214,39.0364,-121.82918,2022-05-04_Altube Island_Rel,2022-05-04,11,7,2,12,Altube Island_Rel
BlwTisdale,AbvTisdale,0.981,0.019,0.874,0.997,269.238,261.408,Lower Sac R,AbvTisdale to BlwTisdale,269.238 to 261.408,39.0364,-121.82918,38.98941,-121.80463,2022-05-04_Altube Island_Rel,2022-05-04,7,6,2,13,Altube Island_Rel
BlwChinaBend,BlwTisdale,0.967,0.019,0.901,0.99,261.408,240.618,Lower Sac R,BlwTisdale to BlwChinaBend,261.408 to 240.618,38.98941,-121.80463,38.88406,-121.81713,2022-05-04_Altube Island_Rel,2022-05-04,6,3,2,14,Altube Island_Rel
Knights_RST,BlwChinaBend,0.978,0.022,0.86,0.997,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79348,-121.6914625,2022-05-04_Altube Island_Rel,2022-05-04,3,2,2,15,Altube Island_Rel
Blw_Knights_GS3,Knights_RST,1,0,1,1,222.05,215.34,Lower Sac R,Knights_RST to Blw_Knights_GS3,222.05 to 215.34,38.79348,-121.6914625,38.75972,-121.67329,2022-05-04_Altube Island_Rel,2022-05-04,2,2,2,16,Altube Island_Rel
Blw_FRConf,Blw_Knights_GS3,1,0,1,1,215.34,203.468,Lower Sac R,Blw_Knights_GS3 to Blw_FRConf,215.34 to 203.468,38.75972,-121.67329,38.77409,-121.60043,2022-05-04_Altube Island_Rel,2022-05-04,2,2,2,17,Altube Island_Rel
Blw_Elkhorn_GS1,Blw_FRConf,1,0,1,1,203.468,191.92,Lower Sac R,Blw_FRConf to Blw_Elkhorn_GS1,203.468 to 191.92,38.77409,-121.60043,38.64737,-121.57771,2022-05-04_Altube Island_Rel,2022-05-04,2,2,2,18,Altube Island_Rel
