reach_end,reach_start,estimate,se,lcl,ucl,rkm_start,rkm_end,Region,Reach,RKM,GenLat_start,GenLon_start,GenLat_end,GenLon_end,release,mean_rel_date,count_at_start,count_at_end,group,reach_num,release_site
Colusa BC4,Colusa BC3,1,0,1,1,287.208,280.4,Lower Sac R,Colusa BC3 to Colusa BC4,287.208 to 280.4,39.13132,-121.936554,39.09362,-121.89405,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,15,RBDD_Rel
AbvTisdale,Colusa BC4,1,0,1,1,280.4,269.238,Lower Sac R,Colusa BC4 to AbvTisdale,280.4 to 269.238,39.09362,-121.89405,39.0364,-121.82918,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,16,RBDD_Rel
BlwTisdale,AbvTisdale,1,0,1,1,269.238,261.408,Lower Sac R,AbvTisdale to BlwTisdale,269.238 to 261.408,39.0364,-121.82918,38.98941,-121.80463,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,17,RBDD_Rel
BlwChinaBend,BlwTisdale,1,0,1,1,261.408,240.618,Lower Sac R,BlwTisdale to BlwChinaBend,261.408 to 240.618,38.98941,-121.80463,38.88406,-121.81713,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,18,RBDD_Rel
Knights_RST,BlwChinaBend,1,0,1,1,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,19,RBDD_Rel
Abv_FremontWeir,Knights_RST,1,0,1,1,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79248,-121.69087,38.76009,-121.67145,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,20,RBDD_Rel
Blw_FRConf,Abv_FremontWeir,1,0,1,1,215.18,203.468,Lower Sac R,Abv_FremontWeir to Blw_FRConf,215.18 to 203.468,38.76009,-121.67145,38.77409,-121.60043,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,21,RBDD_Rel
TowerBridge,Blw_FRConf,1,0,1,1,203.468,172,Lower Sac R,Blw_FRConf to TowerBridge,203.468 to 172,38.77409,-121.60043,38.5802,-121.508,2018-05-12_RBDD_Rel,2018-05-12,1,1,1,22,RBDD_Rel
JV_Glide1,RBDD_Rel,0.983,0.008,0.957,0.994,461.579,458.672,Upper Sac R,RBDD_Rel to JV_Glide1,461.579 to 458.672,40.15444,-122.20249,40.146988,-122.17251,2018-05-21_RBDD_Rel,2018-05-21,84,80,2,1,RBDD_Rel
BankRobber,JV_Glide1,0.981,0.006,0.964,0.99,458.672,452.5,Upper Sac R,JV_Glide1 to BankRobber,458.672 to 452.5,40.146988,-122.17251,40.11399,-122.13354,2018-05-21_RBDD_Rel,2018-05-21,80,71,2,2,RBDD_Rel
Mill_Ck_Conf,BankRobber,0.993,0.003,0.984,0.997,452.5,441.318,Upper Sac R,BankRobber to Mill_Ck_Conf,452.5 to 441.318,40.11399,-122.13354,40.0327,-122.11987,2018-05-21_RBDD_Rel,2018-05-21,71,66,2,3,RBDD_Rel
Abv_WoodsonBr,Mill_Ck_Conf,0.988,0.004,0.978,0.993,441.318,425.158,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.318 to 425.158,40.0327,-122.11987,39.920094,-122.08446000000001,2018-05-21_RBDD_Rel,2018-05-21,66,54,2,4,RBDD_Rel
Blw_Woodson,Abv_WoodsonBr,0.964,0.013,0.926,0.983,425.158,421.4,Upper Sac R,Abv_WoodsonBr to Blw_Woodson,425.158 to 421.4,39.920094,-122.08446000000001,39.898,-122.06787,2018-05-21_RBDD_Rel,2018-05-21,54,47,2,5,RBDD_Rel
GCID,Blw_Woodson,0.993,0.003,0.983,0.997,421.4,405.273,Upper Sac R,Blw_Woodson to GCID,421.4 to 405.273,39.898,-122.06787,39.798953499999996,-122.04724300000001,2018-05-21_RBDD_Rel,2018-05-21,47,42,2,6,RBDD_Rel
Blw_IrvineFinch,GCID,0.973,0.008,0.95,0.985,405.273,394.668,Upper Sac R,GCID to Blw_IrvineFinch,405.273 to 394.668,39.798953499999996,-122.04724300000001,39.73146,-121.97483,2018-05-21_RBDD_Rel,2018-05-21,42,30,2,7,RBDD_Rel
BlwOrd,Blw_IrvineFinch,0.988,0.004,0.978,0.994,394.668,361.728,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.668 to 361.728,39.73146,-121.97483,39.56548,-122.0018,2018-05-21_RBDD_Rel,2018-05-21,30,21,2,8,RBDD_Rel
ButteBr,BlwOrd,0.994,0.004,0.978,0.999,361.728,344.108,Lower Sac R,BlwOrd to ButteBr,361.728 to 344.108,39.56548,-122.0018,39.4569,-121.995,2018-05-21_RBDD_Rel,2018-05-21,21,19,2,9,RBDD_Rel
Colusa AC3,ButteBr,0.987,0.008,0.96,0.996,344.108,331.158,Lower Sac R,ButteBr to Colusa AC3,344.108 to 331.158,39.4569,-121.995,39.36038,-122.01373,2018-05-21_RBDD_Rel,2018-05-21,19,16,2,10,RBDD_Rel
Colusa AC2,Colusa AC3,1,0,1,1,331.158,318.618,Lower Sac R,Colusa AC3 to Colusa AC2,331.158 to 318.618,39.36038,-122.01373,39.28007,-122.01891,2018-05-21_RBDD_Rel,2018-05-21,16,16,2,11,RBDD_Rel
AbvColusaBr,Colusa AC2,0.988,0.009,0.952,0.997,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2018-05-21_RBDD_Rel,2018-05-21,16,14,2,12,RBDD_Rel
Colusa BC2,AbvColusaBr,0.993,0.007,0.953,0.999,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2018-05-21_RBDD_Rel,2018-05-21,14,11,2,13,RBDD_Rel
Colusa BC3,Colusa BC2,1,0,1,1,296.278,287.208,Lower Sac R,Colusa BC2 to Colusa BC3,296.278 to 287.208,39.184963,-121.943214,39.13132,-121.936554,2018-05-21_RBDD_Rel,2018-05-21,11,13,2,14,RBDD_Rel
Colusa BC4,Colusa BC3,1,0,1,1,287.208,280.4,Lower Sac R,Colusa BC3 to Colusa BC4,287.208 to 280.4,39.13132,-121.936554,39.09362,-121.89405,2018-05-21_RBDD_Rel,2018-05-21,13,13,2,15,RBDD_Rel
AbvTisdale,Colusa BC4,1,0,1,1,280.4,269.238,Lower Sac R,Colusa BC4 to AbvTisdale,280.4 to 269.238,39.09362,-121.89405,39.0364,-121.82918,2018-05-21_RBDD_Rel,2018-05-21,13,13,2,16,RBDD_Rel
BlwTisdale,AbvTisdale,1,0,1,1,269.238,261.408,Lower Sac R,AbvTisdale to BlwTisdale,269.238 to 261.408,39.0364,-121.82918,38.98941,-121.80463,2018-05-21_RBDD_Rel,2018-05-21,13,13,2,17,RBDD_Rel
BlwChinaBend,BlwTisdale,0.996,0.004,0.973,0.999,261.408,240.618,Lower Sac R,BlwTisdale to BlwChinaBend,261.408 to 240.618,38.98941,-121.80463,38.88406,-121.81713,2018-05-21_RBDD_Rel,2018-05-21,13,12,2,18,RBDD_Rel
Knights_RST,BlwChinaBend,1,0,1,1,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2018-05-21_RBDD_Rel,2018-05-21,12,12,2,19,RBDD_Rel
Abv_FremontWeir,Knights_RST,1,0,1,1,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79248,-121.69087,38.76009,-121.67145,2018-05-21_RBDD_Rel,2018-05-21,12,12,2,20,RBDD_Rel
Blw_FRConf,Abv_FremontWeir,0.995,0.008,0.883,1,215.18,203.468,Lower Sac R,Abv_FremontWeir to Blw_FRConf,215.18 to 203.468,38.76009,-121.67145,38.77409,-121.60043,2018-05-21_RBDD_Rel,2018-05-21,12,9,2,21,RBDD_Rel
TowerBridge,Blw_FRConf,0.993,0.005,0.971,0.998,203.468,172,Lower Sac R,Blw_FRConf to TowerBridge,203.468 to 172,38.77409,-121.60043,38.5802,-121.508,2018-05-21_RBDD_Rel,2018-05-21,9,9,2,22,RBDD_Rel
SacTrawl,TowerBridge,0.953,0.033,0.829,0.988,172,166.822,Lower Sac R,TowerBridge to SacTrawl,172 to 166.822,38.5802,-121.508,38.539519999999996,-121.51444000000001,2018-05-21_RBDD_Rel,2018-05-21,9,7,2,23,RBDD_Rel
Freeport,SacTrawl,0.962,0.022,0.887,0.988,166.822,152.438,Lower Sac R,SacTrawl to Freeport,166.822 to 152.438,38.539519999999996,-121.51444000000001,38.46467,-121.50501,2018-05-21_RBDD_Rel,2018-05-21,7,4,2,24,RBDD_Rel
JV_Glide1,RBDD_Rel,0.985,0.005,0.971,0.992,461.579,458.672,Upper Sac R,RBDD_Rel to JV_Glide1,461.579 to 458.672,40.15444,-122.20249,40.146988,-122.17251,2018-06-03_RBDD_Rel,2018-06-03,205,196,3,1,RBDD_Rel
BankRobber,JV_Glide1,0.973,0.005,0.962,0.981,458.672,452.5,Upper Sac R,JV_Glide1 to BankRobber,458.672 to 452.5,40.146988,-122.17251,40.11399,-122.13354,2018-06-03_RBDD_Rel,2018-06-03,196,166,3,2,RBDD_Rel
Mill_Ck_Conf,BankRobber,0.976,0.004,0.968,0.983,452.5,441.318,Upper Sac R,BankRobber to Mill_Ck_Conf,452.5 to 441.318,40.11399,-122.13354,40.0327,-122.11987,2018-06-03_RBDD_Rel,2018-06-03,166,127,3,3,RBDD_Rel
Abv_WoodsonBr,Mill_Ck_Conf,0.983,0.003,0.976,0.988,441.318,425.158,Upper Sac R,Mill_Ck_Conf to Abv_WoodsonBr,441.318 to 425.158,40.0327,-122.11987,39.920094,-122.08446000000001,2018-06-03_RBDD_Rel,2018-06-03,127,96,3,4,RBDD_Rel
Blw_Woodson,Abv_WoodsonBr,0.936,0.013,0.904,0.958,425.158,421.4,Upper Sac R,Abv_WoodsonBr to Blw_Woodson,425.158 to 421.4,39.920094,-122.08446000000001,39.898,-122.06787,2018-06-03_RBDD_Rel,2018-06-03,96,75,3,5,RBDD_Rel
GCID,Blw_Woodson,0.979,0.005,0.968,0.986,421.4,405.273,Upper Sac R,Blw_Woodson to GCID,421.4 to 405.273,39.898,-122.06787,39.798953499999996,-122.04724300000001,2018-06-03_RBDD_Rel,2018-06-03,75,53,3,6,RBDD_Rel
Blw_IrvineFinch,GCID,0.943,0.012,0.915,0.962,405.273,394.668,Upper Sac R,GCID to Blw_IrvineFinch,405.273 to 394.668,39.798953499999996,-122.04724300000001,39.73146,-121.97483,2018-06-03_RBDD_Rel,2018-06-03,53,28,3,7,RBDD_Rel
BlwOrd,Blw_IrvineFinch,0.977,0.006,0.961,0.986,394.668,361.728,Upper Sac R,Blw_IrvineFinch to BlwOrd,394.668 to 361.728,39.73146,-121.97483,39.56548,-122.0018,2018-06-03_RBDD_Rel,2018-06-03,28,13,3,8,RBDD_Rel
ButteBr,BlwOrd,0.979,0.01,0.946,0.992,361.728,344.108,Lower Sac R,BlwOrd to ButteBr,361.728 to 344.108,39.56548,-122.0018,39.4569,-121.995,2018-06-03_RBDD_Rel,2018-06-03,13,9,3,9,RBDD_Rel
Colusa AC3,ButteBr,0.981,0.013,0.926,0.995,344.108,331.158,Lower Sac R,ButteBr to Colusa AC3,344.108 to 331.158,39.4569,-121.995,39.36038,-122.01373,2018-06-03_RBDD_Rel,2018-06-03,9,7,3,10,RBDD_Rel
Colusa AC2,Colusa AC3,0.974,0.019,0.9,0.993,331.158,318.618,Lower Sac R,Colusa AC3 to Colusa AC2,331.158 to 318.618,39.36038,-122.01373,39.28007,-122.01891,2018-06-03_RBDD_Rel,2018-06-03,7,5,3,11,RBDD_Rel
AbvColusaBr,Colusa AC2,1,0,1,1,318.618,307.738,Lower Sac R,Colusa AC2 to AbvColusaBr,318.618 to 307.738,39.28007,-122.01891,39.2205,-122.00847,2018-06-03_RBDD_Rel,2018-06-03,5,4,3,12,RBDD_Rel
Colusa BC2,AbvColusaBr,0.984,0.019,0.85,0.998,307.738,296.278,Lower Sac R,AbvColusaBr to Colusa BC2,307.738 to 296.278,39.2205,-122.00847,39.184963,-121.943214,2018-06-03_RBDD_Rel,2018-06-03,4,4,3,13,RBDD_Rel
Colusa BC3,Colusa BC2,0.965,0.034,0.794,0.995,296.278,287.208,Lower Sac R,Colusa BC2 to Colusa BC3,296.278 to 287.208,39.184963,-121.943214,39.13132,-121.936554,2018-06-03_RBDD_Rel,2018-06-03,4,3,3,14,RBDD_Rel
Colusa BC4,Colusa BC3,1,0,1,1,287.208,280.4,Lower Sac R,Colusa BC3 to Colusa BC4,287.208 to 280.4,39.13132,-121.936554,39.09362,-121.89405,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,15,RBDD_Rel
AbvTisdale,Colusa BC4,1,0,1,1,280.4,269.238,Lower Sac R,Colusa BC4 to AbvTisdale,280.4 to 269.238,39.09362,-121.89405,39.0364,-121.82918,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,16,RBDD_Rel
BlwTisdale,AbvTisdale,1,0,1,1,269.238,261.408,Lower Sac R,AbvTisdale to BlwTisdale,269.238 to 261.408,39.0364,-121.82918,38.98941,-121.80463,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,17,RBDD_Rel
BlwChinaBend,BlwTisdale,1,0,1,1,261.408,240.618,Lower Sac R,BlwTisdale to BlwChinaBend,261.408 to 240.618,38.98941,-121.80463,38.88406,-121.81713,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,18,RBDD_Rel
Knights_RST,BlwChinaBend,1,0,1,1,240.618,222.05,Lower Sac R,BlwChinaBend to Knights_RST,240.618 to 222.05,38.88406,-121.81713,38.79248,-121.69087,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,19,RBDD_Rel
Abv_FremontWeir,Knights_RST,1,0,1,1,222.05,215.18,Lower Sac R,Knights_RST to Abv_FremontWeir,222.05 to 215.18,38.79248,-121.69087,38.76009,-121.67145,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,20,RBDD_Rel
Blw_FRConf,Abv_FremontWeir,1,0,1,1,215.18,203.468,Lower Sac R,Abv_FremontWeir to Blw_FRConf,215.18 to 203.468,38.76009,-121.67145,38.77409,-121.60043,2018-06-03_RBDD_Rel,2018-06-03,3,3,3,21,RBDD_Rel
